"Country","Year","Income_per_person","Life_Expectancy","Total_Health_Spending_Per_Person","Government_Health_Spending_Per_Person","Breast_Cancer_Death","Cervical_Cancer_Death","Lung_Cancer_Death_Male","Lung_Cancer_Death_Female","Lung_Cancer_Death","Liver_Cancer_Death_Male","Liver_Cancer_Death_Female","Liver_Cancer_Death","Prostate_Cancer_Death","Stomach_Cancer_Death_Male","Stomach_Cancer_Death_Female","Stomach_Cancer_Death","Food_Supply","Improved_Water"
"Tonga","1971",NA,64.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transnistria","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinidad and Tobago","1971",4629.9758,65.91,NA,NA,15.67,17.23,14.68,2.61,17.29,NA,NA,NA,13.14,20.11,16.22,36.33,2459.78,NA
"Tunisia","1971",995.3075485,54.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2402.39,NA
"Turkey","1971",2190.736343,55.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3077.57,NA
"Turkmenistan","1971",NA,59.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turks and Caicos Islands","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuvalu","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uganda","1971",NA,50.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2377.03,NA
"Ukraine","1971",NA,70.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates","1971",NA,61.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2848.48,NA
"United Kingdom","1971",13248.14066,72.2,NA,NA,26.65,6.03,73.38,12.99,86.37,NA,NA,NA,11.51,21.18,9.72,30.9,3244.9,NA
"United States","1971",18622.33742,71.24,NA,NA,21.5,5,46.44,9.76,56.2,NA,NA,NA,13.69,7.68,3.69,11.37,3058.27,NA
"Uruguay","1971",4308.067163,68.94,NA,NA,25.93,5.61,45.16,3.52,48.68,NA,NA,NA,15.45,34.62,13.06,47.68,2872.15,NA
"USSR","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3330.46,NA
"Uzbekistan","1971",NA,63.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallis et Futuna","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vanuatu","1971",NA,52.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2630.41,NA
"Venezuela","1971",6184.439768,66.27,NA,NA,9.1,13.12,14.27,5.97,20.24,NA,NA,NA,8.77,28.9,18.13,47.03,2322.72,NA
"West Bank and Gaza","1971",NA,58.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West Germany","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Sahara","1971",NA,42.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vietnam","1971",NA,58.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000.84,NA
"Virgin Islands (U.S.)","1971",NA,68.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Yemen (former)","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Yemen (former)","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","1971",NA,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1739.52,NA
"Yugoslavia","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zambia","1971",559.8288922,54.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310.93,NA
"Zimbabwe","1971",542.5294294,57.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300.98,NA
"?land","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Sudan","1971",NA,40.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coastline","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cura?ao","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sint Maarten (Dutch part)","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Martin (French part)","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antarctica","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virgin Islands, British","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawaiian Trade Zone","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"U.S. Pacific Islands","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wake Island","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bonaire","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sark","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saint Eustatius","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saba","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abkhazia","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","1972",NA,38.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akrotiri and Dhekelia","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","1972",NA,68.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2395.14,NA
"Algeria","1972",1527.646365,53.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1964.81,NA
"American Samoa","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","1972",18646.94486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","1972",NA,42.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910.35,NA
"Anguilla","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda","1972",NA,67.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795.98,NA
"Argentina","1972",6867.510789,67.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3070.1,NA
"Armenia","1972",NA,72.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aruba","1972",NA,69.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","1972",13034.08135,71.9,NA,NA,19.66,4.81,43.99,6.37,50.36,NA,NA,NA,14.84,14.28,7.14,21.42,3295.29,NA
"Austria","1972",12248.95167,70.59,NA,NA,18.95,5.25,51.47,6.34,57.81,NA,NA,NA,13.63,33.44,16.92,50.36,3216.88,NA
"Azerbaijan","1972",NA,65.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas","1972",15825.01611,65.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2517.19,NA
"Bahrain","1972",NA,64.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","1972",224.2091077,45.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1769.02,NA
"Barbados","1972",6461.314858,67.09,NA,NA,11.9,15.21,NA,NA,NA,NA,NA,NA,17.23,NA,14.42,NA,2905.64,NA
"Belarus","1972",NA,72.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","1972",12367.39264,71.35,NA,NA,NA,NA,66.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,3145.8,NA
"Belize","1972",1331.030169,66.66,NA,NA,5.57,18.91,13.86,5.05,18.91,NA,NA,NA,5.71,NA,NA,NA,2299.54,NA
"Benin","1972",293.4453711,45.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891.28,NA
"Bermuda","1972",31624.2908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2904.52,NA
"Bhutan","1972",NA,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","1972",1001.882651,48.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009.14,NA
"Bosnia and Herzegovina","1972",NA,70.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botswana","1972",610.1757486,55.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2082.03,NA
"Brazil","1972",2363.511202,60.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2402.54,NA
"British Virgin Islands","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunei","1972",NA,68.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2157.73,NA
"Bulgaria","1972",NA,70.96,NA,NA,10.9,3.01,35.64,6.48,42.12,NA,NA,NA,6.47,32.28,18.29,50.57,3480.73,NA
"Burkina Faso","1972",136.4992068,41.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1639.54,NA
"Burundi","1972",140.8822549,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936.61,NA
"Cambodia","1972",NA,39.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2082.58,NA
"Cameroon","1972",458.0538316,50.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.76,NA
"Canada","1972",13823.29238,72.81,NA,NA,24.13,4.93,42.76,7.85,50.61,NA,NA,NA,13.89,13.91,6.41,20.32,2908.29,NA
"Cape Verde","1972",NA,55.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870.25,NA
"Cayman Islands","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central African Republic","1972",344.5742119,45.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2359.61,NA
"Chad","1972",213.8611828,46.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851.99,NA
"Channel Islands","1972",NA,72.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chile","1972",2296.669104,62.98,NA,NA,11.23,15.07,17.45,4.35,21.8,NA,NA,NA,10.1,56.69,28.77,85.46,2725.71,NA
"China","1972",128.9349799,61.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880.97,NA
"Christmas Island","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cocos Island","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia","1972",1618.114933,63.64,NA,NA,5.16,8.21,7.02,3.35,10.37,NA,NA,NA,5.53,23.49,17.22,40.71,2032.4,NA
"Comoros","1972",NA,49.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976.03,NA
"Congo, Dem. Rep.","1972",333.2914795,49.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2255.16,NA
"Congo, Rep.","1972",774.9592118,53.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007.32,NA
"Cook Is","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Costa Rica","1972",2612.358165,68.4,NA,NA,7.29,6.38,8.19,4.03,12.22,NA,NA,NA,5.65,39.49,26.22,65.71,2340.07,NA
"Cote d'Ivoire","1972",891.8858825,47.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2562.83,NA
"Croatia","1972",NA,69.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba","1972",1954.092537,70.82,NA,NA,13.9,4.71,39.65,13.93,53.58,NA,NA,NA,16.36,12.88,6.15,19.03,2651.91,NA
"Cyprus","1972",NA,73.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2870.66,NA
"Czech Republic","1972",NA,70.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Czechoslovakia","1972",NA,NA,NA,NA,17.51,5.36,62.23,5.49,67.72,NA,NA,NA,9.56,32.84,16.91,49.75,3348.11,NA
"Denmark","1972",17368.57872,73.59,NA,NA,27.68,8.48,48.78,10.24,59.02,NA,NA,NA,13.27,16.01,8.53,24.54,3100.65,NA
"Djibouti","1972",NA,53.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657.59,NA
"Dominica","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167.33,NA
"Dominican Republic","1972",1359.811412,62.09,NA,NA,3.82,3.04,4.56,1.47,6.03,NA,NA,NA,6.63,4.33,2.12,6.45,1981.86,NA
"East Germany","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","1972",974.8998795,60.16,NA,NA,2.82,4.99,3.86,1.77,5.63,NA,NA,NA,4.22,19.62,11.41,31.03,2082.84,NA
"Egypt","1972",571.0375231,53.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2353.26,NA
"El Salvador","1972",1946.632419,58.07,NA,NA,1.34,5.13,1.65,1.19,2.84,NA,NA,NA,1.07,6.84,5.34,12.18,1805,NA
"Equatorial Guinea","1972",NA,41.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","1972",NA,43.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","1972",NA,70.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia","1972",NA,41.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568.13,NA
"Faeroe Islands","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falkland Is (Malvinas)","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","1972",1523.047912,60.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2476.21,NA
"Finland","1972",12051.20233,70.91,NA,NA,15.29,3.85,64.51,4.81,69.32,NA,NA,NA,14.01,27.12,14.22,41.34,3156.38,NA
"France","1972",12540.90377,72.52,NA,NA,18.43,2.56,34.16,3.49,37.65,NA,NA,NA,15.42,17.14,8,25.14,3252.65,NA
"French Guiana","1972",NA,65.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"French Polynesia","1972",8624.453079,60.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2845.9,NA
"Gabon","1972",3832.348113,47.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2166.64,NA
"Gambia","1972",505.7759209,45.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130.8,NA
"Georgia","1972",1183.937088,67.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germany","1972",12711.15676,71.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3162.61,NA
"Ghana","1972",285.6461311,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186.97,NA
"Gibraltar","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greece","1972",7859.491655,71.85,NA,NA,12.22,1.08,33.34,5.82,39.16,NA,NA,NA,5.99,13,8.04,21.04,3134.22,NA
"Greenland","1972",10658.40503,64.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grenada","1972",NA,65.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2170.83,NA
"Guadeloupe","1972",NA,65.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guam","1972",NA,66.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala","1972",1342.824296,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005.8,NA
"Guernsey","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guinea","1972",NA,38.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2219.04,NA
"Guinea-Bissau","1972",169.0956258,45.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1797.39,NA
"Guyana","1972",739.2007646,61.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2288.58,NA
"Haiti","1972",NA,47.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891.77,NA
"Holy See","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras","1972",925.8773323,56.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.51,NA
"Hong Kong, China","1972",7390.650148,72.58,NA,NA,9.6,8.54,41.79,19.73,61.52,NA,NA,NA,2.17,16.86,9.18,26.04,NA,NA
"Hungary","1972",2696.8277,69.82,NA,NA,17.87,6.7,42.35,7.69,50.04,NA,NA,NA,14.82,38.72,18.67,57.39,3311.11,NA
"Iceland","1972",16021.59528,74.66,NA,NA,23.8,5.17,19.06,12.05,31.11,NA,NA,NA,7.28,30.01,10.43,40.44,3068.08,NA
"India","1972",208.773044,50.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981.49,NA
"Indonesia","1972",255.712018,54.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952.44,NA
"Iran","1972",1793.574657,54.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2151.82,NA
"Iraq","1972",NA,57.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ireland","1972",7915.815676,71.86,NA,NA,23.72,4.2,39.57,11.99,51.56,NA,NA,NA,13.75,23.01,13.44,36.45,3449.22,NA
"Isle of Man","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Israel","1972",11510.28914,71.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3205.49,NA
"Italy","1972",9928.720744,72.15,NA,NA,18.38,1.35,39.66,4.92,44.58,NA,NA,NA,10.2,28.66,14.09,42.75,3478.36,NA
"Jamaica","1972",3938.668958,71.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2657.11,NA
"Japan","1972",18398.72118,73.39,NA,NA,4.58,2.58,17.69,5.6,23.29,NA,NA,NA,2.07,60.63,31.37,92,2766.66,NA
"Jersey","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan","1972",NA,62.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2241.12,NA
"Kazakhstan","1972",NA,63.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenya","1972",388.3013099,55.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2356.67,NA
"Kiribati","1972",1289.63145,50.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2785.47,NA
"North Korea","1972",NA,60.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2110.51,NA
"South Korea","1972",2163.408605,62.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2974.29,NA
"United Korea (former)
","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kosovo","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuwait","1972",NA,69.97,NA,NA,5.63,0.23,15.06,3.79,18.85,NA,NA,NA,1.58,9.41,4.15,13.56,2598.72,NA
"Kyrgyz Republic","1972",NA,60.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lao","1972",NA,45.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002.03,NA
"Latvia","1972",2344.534427,70.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lebanon","1972",NA,65.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2354.95,NA
"Lesotho","1972",180.1315445,50.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2028.34,NA
"Liberia","1972",785.5523635,41.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340.97,NA
"Libya","1972",NA,61.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497.05,NA
"Liechtenstein","1972",32447.18017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania","1972",NA,71.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg","1972",18706.07015,70.59,NA,NA,21.51,4.59,63.32,8.14,71.46,NA,NA,NA,12.15,20.98,10.4,31.38,NA,NA
"Macao, China","1972",NA,69.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia, FYR","1972",NA,67.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar","1972",416.8795563,48.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2568.23,NA
"Malawi","1972",140.8933527,42.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2373.08,NA
"Malaysia","1972",1254.427269,65.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2564.48,NA
"Maldives","1972",NA,49.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1624.82,NA
"Mali","1972",180.434843,36.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1571.95,NA
"Malta","1972",2250.59689,72.2,NA,NA,25.46,2.22,25.01,0.61,25.62,NA,NA,NA,2.72,22.78,10.08,32.86,3168.63,NA
"Marshall Islands","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martinique","1972",NA,67.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania","1972",589.5397521,50.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905.68,NA
"Mauritius","1972",NA,63.45,NA,NA,8.28,8.34,20.94,2.63,23.57,NA,NA,NA,6.71,25.62,7.46,33.08,2376.9,NA
"Mayotte","1972",NA,63.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico","1972",3689.330523,62.75,NA,NA,4.68,9.62,7.98,3.86,11.84,NA,NA,NA,5.67,9.82,8.44,18.26,2628.72,NA
"Micronesia, Fed. Sts.","1972",NA,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moldova","1972",NA,65.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monaco","1972",54207.35513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mongolia","1972",NA,57.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2196.06,NA
"Montenegro","1972",NA,70.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montserrat","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morocco","1972",809.1624781,55.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2519.34,NA
"Mozambique","1972",NA,45.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1838.09,NA
